origin_code,origin_sub_district,origin_district,destination_code,destination_sub_district,destination_district,species_type,number,weekly_volume
M-JKT-047,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,800,800
M-JKT-047,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,700,700
M-JKT-046,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,700,700
M-JKT-046,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,700,700
M-JKT-046,PULO GADUNG,JAKARTA TIMUR,M-JKT-113,KRAMAT JATI,,BR,600,600
D-TGR-014,CIPUTAT,KOTA TANGERANG SELATAN,,CIPUTAT,,AK,10,70
D-TGR-014,CIPUTAT,KOTA TANGERANG SELATAN,,CIPUTAT,,DU,2,14
D-TGR-255,CIPUTAT,KOTA TANGERANG SELATAN,D-TGR-073,SERPONG,,BR,500,3500
D-TGR-255,CIPUTAT,KOTA TANGERANG SELATAN,D-TGR-015,CIPUTAT,,BR,1500,10500
D-TGR-255,CIPUTAT,KOTA TANGERANG SELATAN,,SUKMA JAYA,,BR,500,3500
D-TGR-255,CIPUTAT,KOTA TANGERANG SELATAN,M-JKS-036,KEBAYORAN LAMA,,BR,500,3500
D-TGR-252,PAMULANG,KOTA TANGERANG SELATAN,D-TGR-012,CIPUTAT,,BR,100,700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,M-JKT-121,CAKUNG,,BR,900,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-BKS-006,BEKASI TIMUR,,BR,250,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,150,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKU-012,TANJUNG PRIOK,,BR,350,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKS-034,CILANDAK,,BR,250,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CIKARANG PUSAT,,BR,1000,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CEMPAKA PUTIH,,AK,100,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,DRAMAGA,,AK,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,175,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,DRAMAGA,,AK,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,150,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CEMPAKA PUTIH,,AK,100,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,AK,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,AK,300,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CILEDUG,,BR,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CILEDUG,,AK,500,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,KARAWACI,,BR,1000,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,KARAWACI,,AK,1000,
M-BKS-008,PONDOK MELATI,KOTA BEKASI,,BEKASI SELATAN,,BR,1500,10500
M-BKS-008,PONDOK MELATI,KOTA BEKASI,M-BGR-003,JATIASIH,,BR,700,4900
M-BKS-008,PONDOK MELATI,KOTA BEKASI,,DUREN SAWIT,,BR,1300,9100
M-BKS-008,PONDOK MELATI,KOTA BEKASI,,PONDOK MELATI,,BR,1500,10500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,300,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,AK,300,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PENJARINGAN,,BR,100,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,PULO GADUNG,,BR,100,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,400,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,MAKASAR,,BR,300,
D-TGR-041,SEPATAN TIMUR,TANGERANG,M-TGR-035,KARAWACI,,AK,30,210
D-TGR-041,SEPATAN TIMUR,TANGERANG,M-TGR-035,KARAWACI,,DU,10,70
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,D-TGR-010,CIPUTAT,,BR,200,
M-JKT-051,MATRAMAN,JAKARTA TIMUR,,MATRAMAN,,BR,1500,1500
M-JKT-051,MATRAMAN,JAKARTA TIMUR,M-JKT-050,MATRAMAN,,BR,500,500
M-JKT-051,MATRAMAN,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,600,600
M-JKT-051,MATRAMAN,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,300,300
M-JKU-069,CILINCING,JAKARTA UTARA,,CILINCING,,DU,50,350
M-JKU-069,CILINCING,JAKARTA UTARA,,CEMPAKA PUTIH,,DU,50,350
M-TGR-110,TANGERANG,KOTA TANGERANG,,SERPONG,,BR,200,1400
M-TGR-110,TANGERANG,KOTA TANGERANG,,TANGERANG,,BR,1500,10500
M-TGR-110,TANGERANG,KOTA TANGERANG,,KARAWACI,,BR,1400,9800
M-TGR-110,TANGERANG,KOTA TANGERANG,,CIBODAS,,BR,900,6300
M-TGR-080,TANGERANG,KOTA TANGERANG,,TANGERANG,,BR,1500,10500
M-TGR-022,TANGERANG,KOTA TANGERANG,,TANGERANG,,BR,500,3500
M-TGR-022,TANGERANG,KOTA TANGERANG,,TANGERANG,,BR,250,1750
M-TGR-022,TANGERANG,KOTA TANGERANG,,SERPONG,,BR,250,1750
D-BKS-045,KEDUNGWARINGIN,BEKASI,,KEDUNGWARINGIN,,LA,10,70
M-JKT-098,CIPAYUNG,JAKARTA TIMUR,M-JKT-117,CIRACAS,,BR,900,900
D-BKS-062,KARANGBAHAGIA,BEKASI,,KARANGBAHAGIA,,BR,2300,16100
M-JKT-098,CIPAYUNG,JAKARTA TIMUR,M-JKT-117,CIRACAS,,BR,600,600
M-JKT-098,CIPAYUNG,JAKARTA TIMUR,M-JKT-118,CIRACAS,,BR,400,400
M-JKT-095,CIPAYUNG,JAKARTA TIMUR,,CIPAYUNG,,BR,600,4200
M-JKT-095,CIPAYUNG,JAKARTA TIMUR,,CIRACAS,,BR,500,3500
M-JKT-097,CIPAYUNG,JAKARTA TIMUR,,CIRACAS,,BR,400,2800
M-JKT-097,CIPAYUNG,JAKARTA TIMUR,,CIRACAS,,BR,400,2800
M-JKT-096,CIPAYUNG,JAKARTA TIMUR,,CIRACAS,,BR,500,3500
M-JKT-096,CIPAYUNG,JAKARTA TIMUR,,CIRACAS,,BR,200,1400
M-JKT-096,CIPAYUNG,JAKARTA TIMUR,,CIPAYUNG,,BR,500,3500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,BANTARGEBANG,,BR,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANAH ABANG,,BR,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,300,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,300,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,TANAH ABANG,,BR,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,D-TGR-010,CIPUTAT,,BR,200,
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,,BANTARGEBANG,,BR,100,
M-JKU-011,TANJUNG PRIOK,JAKARTA UTARA,,TANJUNG PRIOK,,BR,300,
M-JKU-011,TANJUNG PRIOK,JAKARTA UTARA,M-JKU-017,KOJA,,BR,200,
M-JKU-011,TANJUNG PRIOK,JAKARTA UTARA,M-JKU-012,TANJUNG PRIOK,,BR,300,
M-JKU-011,TANJUNG PRIOK,JAKARTA UTARA,M-JKU-016,KOJA,,BR,200,
M-JKU-069,CILINCING,JAKARTA UTARA,,TANJUNG PRIOK,,DU,20,20
M-JKU-069,CILINCING,JAKARTA UTARA,,CILINCING,,DU,10,10
M-JKU-063,CILINCING,JAKARTA UTARA,,TANJUNG PRIOK,,AK,20,20
D-BGR-065,TANJUNGSARI,BOGOR,,TANJUNGSARI,,BR,100,700
D-BGR-065,TANJUNGSARI,BOGOR,,TANJUNGSARI,,BR,100,700
M-TGR-049,CILEDUG,KOTA TANGERANG,M-TGR-070,CILEDUG,,AK,50,350
D-BGR-325,CARINGIN,BOGOR,,CARINGIN,,BR,5,35
D-BGR-337,CIJERUK,BOGOR,,CIJERUK,,BR,20,140
M-JKU-060,CILINCING,JAKARTA UTARA,,CILINCING,,AK,25,175
M-TGR-027,KARAWACI,KOTA TANGERANG,,KARAWACI,,AK,44,308
M-JKU-069,PENJARINGAN,JAKARTA UTARA,M-JKP-019,SENEN,,AK,300,2100
M-JKU-061,CILINCING,JAKARTA UTARA,,CILINCING,,DU,115,
M-JKU-069,PENJARINGAN,JAKARTA UTARA,M-JKU-033,PENJARINGAN,,AK,320,2240
M-JKU-069,PENJARINGAN,JAKARTA UTARA,,PENJARINGAN,,AK,170,1190
M-JKU-069,PENJARINGAN,JAKARTA UTARA,,PENJARINGAN,,AK,210,1470
D-TGR-254,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,D-TGR-012,CIPUTAT,,BR,300,2100
D-TGR-254,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,,KEBAYORAN LAMA,,BR,300,2100
D-TGR-254,CIPUTAT TIMUR,KOTA TANGERANG SELATAN,D-TGR-015,CIPUTAT,,BR,240,1680
M-DPK-008,SUKMA JAYA,KOTA DEPOK,,CIMANGGIS,,BR,2100,14700
M-DPK-005,SAWANGAN,KOTA DEPOK,,CIMANGGIS,,BR,100,700
M-JKT-101,CIRACAS,JAKARTA TIMUR,,CIRACAS,,BR,500,3500
M-JKT-101,CIRACAS,JAKARTA TIMUR,,CIRACAS,,BR,500,3500
M-JKT-101,CIRACAS,JAKARTA TIMUR,,KRAMAT JATI,,BR,150,1050
M-JKU-066,CILINCING,JAKARTA UTARA,,TARUMAJAYA,,DU,100,700
M-JKU-064,CILINCING,JAKARTA UTARA,,CILINCING,,DU,5,35
M-JKU-008,CILINCING,JAKARTA UTARA,M-JKU-007,CILINCING,,BR,20,140
M-JKU-069,PENJARINGAN,JAKARTA UTARA,M-JKU-014,KOJA,,BR,1000,7000
M-JKU-069,PENJARINGAN,JAKARTA UTARA,M-JKU-018,PENJARINGAN,,BR,500,3500
M-JKU-004,CILINCING,JAKARTA UTARA,,CILINCING,,DU,100,700
M-JKU-004,CILINCING,JAKARTA UTARA,M-JKU-012,TANJUNG PRIOK,,DU,20,140
M-JKU-004,CILINCING,JAKARTA UTARA,,TANJUNG PRIOK,,DU,30,210
M-JKS-113,JAGAKARSA,JAKARTA SELATAN,M-JKS-022,PASAR MINGGU,,BR,200,1400
M-JKU-062,CILINCING,JAKARTA UTARA,M-JKU-014,KOJA,,BR,300,
M-JKU-062,CILINCING,JAKARTA UTARA,M-JKU-016,KOJA,,BR,200,
M-JKU-062,CILINCING,JAKARTA UTARA,,CILINCING,,BR,150,
M-JKU-062,CILINCING,JAKARTA UTARA,M-JKU-010,CILINCING,,BR,150,
M-JKU-062,CILINCING,JAKARTA UTARA,M-JKU-017,KOJA,,BR,200,
M-JKU-062,CILINCING,JAKARTA UTARA,,CILINCING,,BR,200,
M-JKU-062,CILINCING,JAKARTA UTARA,,CILINCING,,BR,250,
M-JKU-062,CILINCING,JAKARTA UTARA,M-JKU-015,KOJA,,BR,150,
M-JKU-069,KOJA,JAKARTA UTARA,M-JKU-016,KOJA,,BR,200,
M-JKU-069,KOJA,JAKARTA UTARA,M-JKU-017,KOJA,,BR,600,
M-JKU-069,KOJA,JAKARTA UTARA,M-JKU-014,KOJA,,BR,200,
M-JKU-069,KOJA,JAKARTA UTARA,M-JKU-010,CILINCING,,BR,100,
M-JKU-069,KOJA,JAKARTA UTARA,,KOJA,,BR,100,
M-JKS-146,PESANGGRAHAN,JAKARTA SELATAN,,CIKARANG PUSAT,,BR,1000,1000
D-TGR-050,CIKUPA,TANGERANG,,CIKUPA,,BR,400,2800
M-BKS-052,BEKASI UTARA,KOTA BEKASI,M-BKS-005,RAWALUMBU,,AK,30,210
M-JKB-063,KALI DERES,JAKARTA BARAT,,KALI DERES,,BR,200,1400
M-JKB-063,KALI DERES,JAKARTA BARAT,,CENGKARENG,,BR,300,2100
M-JKB-063,KALI DERES,JAKARTA BARAT,,KEBON JERUK,,BR,200,1400
M-JKB-063,KALI DERES,JAKARTA BARAT,,KELAPA DUA,,BR,500,3500
D-BGR-140,CIAWI,BOGOR,,CIAWI,,BR,30,150
M-DPK-003,SAWANGAN,KOTA DEPOK,,CIPUTAT,,BR,500,3500
M-DPK-003,SAWANGAN,KOTA DEPOK,,PARUNG,,BR,500,3500
M-DPK-003,SAWANGAN,KOTA DEPOK,,SUKMA JAYA,,BR,1000,7000
D-BGR-283,CILEUNGSI,BOGOR,D-BGR-133,CILEUNGSI,,AK,50,350
D-BGR-284,CILEUNGSI,BOGOR,D-BGR-133,CILEUNGSI,,AK,40,80
M-TGR-025,PINANG,KOTA TANGERANG,M-TGR-010,TANGERANG,,AK,30,30
M-TGR-025,PINANG,KOTA TANGERANG,,PINANG,,AK,10,70
D-BGR-306,CARIU,BOGOR,,CIBARUSAH,,BR,150,150
D-BGR-286,CILEUNGSI,BOGOR,D-BGR-133,CILEUNGSI,,AK,30,60
D-BGR-286,CILEUNGSI,BOGOR,D-BGR-133,CILEUNGSI,,DU,20,40
M-JKT-195,PULO GADUNG,JAKARTA TIMUR,M-JKT-019,DUREN SAWIT,,BR,1200,1200
M-JKT-195,PULO GADUNG,JAKARTA TIMUR,,CAKUNG,,BR,300,300
M-JKT-195,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,600,600
M-JKT-193,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,800,800
M-JKT-193,PULO GADUNG,JAKARTA TIMUR,M-JKS-036,KEBAYORAN LAMA,,BR,800,800
M-JKT-193,PULO GADUNG,JAKARTA TIMUR,,TANAH ABANG,,BR,600,600
M-JKT-193,PULO GADUNG,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,500,500
M-JKT-194,PULO GADUNG,JAKARTA TIMUR,,TANJUNG PRIOK,,BR,700,700
M-JKT-194,PULO GADUNG,JAKARTA TIMUR,M-JKT-123,PULO GADUNG,,BR,800,800
D-BGR-085,TAJURHALANG,BOGOR,,TAJURHALANG,,BR,30,30
D-BGR-085,TAJURHALANG,BOGOR,,TAJURHALANG,,BR,100,100
D-BGR-085,TAJURHALANG,BOGOR,,RANCA BUNGUR,,BR,100,100
D-BGR-085,TAJURHALANG,BOGOR,,SUKARAJA,,BR,200,200
M-JKT-093,JATINEGARA,JAKARTA TIMUR,,JATINEGARA,,BR,300,300
M-BKS-067,BEKASI TIMUR,KOTA BEKASI,M-BKS-059,BEKASI TIMUR,,BR,75,525
D-BKS-071,BABELAN,BEKASI,D-BKS-008,BABELAN,,BR,1500,10500
D-BKS-071,BABELAN,BEKASI,M-BKS-078,BEKASI UTARA,,BR,1000,7000
D-BGR-273,CIAMPEA,BOGOR,,CIAMPEA,,BR,20,140
D-BGR-061,TANJUNGSARI,BOGOR,,JONGGOL,,AK,20,40
D-BGR-061,TANJUNGSARI,BOGOR,,CARIU,,AK,10,10
D-TGR-225,TELUKNAGA,TANGERANG,,TELUKNAGA,,DU,50,350
M-TGR-135,KARAWACI,KOTA TANGERANG,M-TGR-035,KARAWACI,,DU,150,1050
M-TGR-135,KARAWACI,KOTA TANGERANG,M-TGR-011,TANGERANG,,AK,40,280
M-TGR-135,KARAWACI,KOTA TANGERANG,M-TGR-011,TANGERANG,,LA,30,210
M-TGR-135,KARAWACI,KOTA TANGERANG,,TANGERANG,,AK,15,105
M-TGR-135,KARAWACI,KOTA TANGERANG,,TANGERANG,,DU,25,175
M-TGR-135,KARAWACI,KOTA TANGERANG,,TANGERANG,,LA,5,35
M-TGR-135,KARAWACI,KOTA TANGERANG,,CENGKARENG,,AK,30,210
M-TGR-135,KARAWACI,KOTA TANGERANG,,CENGKARENG,,DU,20,140
M-TGR-135,KARAWACI,KOTA TANGERANG,,CIBODAS,,AK,20,140
M-TGR-135,KARAWACI,KOTA TANGERANG,M-JKS-036,KEBAYORAN LAMA,,AK,30,210
M-TGR-135,KARAWACI,KOTA TANGERANG,,CIPONDOH,,AK,30,210
M-TGR-135,KARAWACI,KOTA TANGERANG,,PERIUK,,AK,5,35
M-TGR-135,KARAWACI,KOTA TANGERANG,,PERIUK,,DU,7,49
M-TGR-135,KARAWACI,KOTA TANGERANG,,KALI DERES,,AK,15,105
M-TGR-135,KARAWACI,KOTA TANGERANG,,KALI DERES,,DU,10,70
M-TGR-135,KARAWACI,KOTA TANGERANG,,BATUCEPER,,AK,5,35
M-TGR-135,KARAWACI,KOTA TANGERANG,,BATUCEPER,,DU,15,105
M-TGR-135,KARAWACI,KOTA TANGERANG,,CENGKARENG,,AK,10,70
M-TGR-135,KARAWACI,KOTA TANGERANG,,CENGKARENG,,DU,15,105
M-TGR-135,KARAWACI,KOTA TANGERANG,,KEBON JERUK,,AK,5,35
M-TGR-135,KARAWACI,KOTA TANGERANG,,KEBON JERUK,,DU,10,70
M-JKT-196,MATRAMAN,JAKARTA TIMUR,M-JKS-022,PASAR MINGGU,,BR,750,5250
M-JKT-196,MATRAMAN,JAKARTA TIMUR,M-JKP-003,CEMPAKA PUTIH,,BR,500,3500
M-JKT-196,MATRAMAN,JAKARTA TIMUR,M-JKT-074,CAKUNG,,BR,500,3500
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,SENEN,,BR,1500,10500
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,JATINEGARA,,BR,3000,21000
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,CAKUNG,,BR,500,3500
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,TAMBUN SELATAN,,BR,500,3500
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,CEMPAKA PUTIH,,BR,500,3500
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,PULO GADUNG,,BR,1000,7000
M-JKT-196,MATRAMAN,JAKARTA TIMUR,,TAMBUN SELATAN,,BR,2000,14000
M-BGR-013,KOTA BOGOR TENGAH,KOTA BOGOR,,KOTA BOGOR TENGAH,,LA,80,80
D-BGR-259,TAJURHALANG,BOGOR,,SUKARAJA,,BR,100,700
D-BGR-259,TAJURHALANG,BOGOR,D-BGR-108,BOJONG GEDE,,BR,300,2100
D-BGR-259,TAJURHALANG,BOGOR,,TANAH SEREAL,,BR,100,700
D-TGR-221,TELUKNAGA,TANGERANG,M-TGR-035,KARAWACI,,AK,50,350
M-TGR-133,CIPONDOH,KOTA TANGERANG,M-JKB-034,CENGKARENG,,BR,300,2100
M-TGR-133,CIPONDOH,KOTA TANGERANG,,CIPONDOH,,BR,600,4200
D-BGR-074,SUKAMAKMUR,BOGOR,D-BGR-051,JONGGOL,,AK,20,40
D-BGR-076,SUKAMAKMUR,BOGOR,,JONGGOL,,AK,10,30
D-BGR-076,SUKAMAKMUR,BOGOR,D-BGR-051,JONGGOL,,AK,10,30
D-BGR-073,SUKAMAKMUR,BOGOR,D-BGR-076,SUKAMAKMUR,,AK,10,10
D-BGR-303,JONGGOL,BOGOR,D-BKS-042,CIKARANG UTARA,,AK,49,245
D-BGR-303,JONGGOL,BOGOR,D-BKS-042,CIKARANG UTARA,,DU,49,245
D-BGR-303,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,AK,25,50
D-BGR-303,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,DU,25,50
D-BGR-303,JONGGOL,BOGOR,D-BKS-002,CIKARANG SELATAN,,AK,25,50
D-BGR-303,JONGGOL,BOGOR,D-BKS-002,CIKARANG SELATAN,,DU,25,50
D-BGR-062,TANJUNGSARI,BOGOR,D-BGR-051,JONGGOL,,AK,25,50
D-BGR-062,TANJUNGSARI,BOGOR,,CARIU,,AK,20,20
D-BGR-301,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,AK,20,40
D-BGR-059,TANJUNGSARI,BOGOR,,CARIU,,AK,10,70
D-BGR-299,JONGGOL,BOGOR,D-BKS-002,CIKARANG SELATAN,,AK,50,350
D-BGR-299,JONGGOL,BOGOR,D-BKS-002,CIKARANG SELATAN,,DU,16,112
D-BGR-299,JONGGOL,BOGOR,D-BGR-133,CILEUNGSI,,AK,50,350
D-BGR-299,JONGGOL,BOGOR,D-BGR-133,CILEUNGSI,,DU,16,112
D-BGR-299,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,AK,50,350
D-BGR-299,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,DU,16,112
D-BKS-073,TARUMAJAYA,BEKASI,,TARUMAJAYA,,BR,700,4900
D-BKS-072,BABELAN,BEKASI,,BABELAN,,BR,900,6300
M-JKU-069,KOJA,JAKARTA UTARA,M-JKU-013,KOJA,,BR,150,
D-BGR-296,JONGGOL,BOGOR,,JONGGOL,,AK,34,34
M-JKU-069,KOJA,JAKARTA UTARA,,KOJA,,BR,2500,
M-JKU-069,TANJUNG PRIOK,JAKARTA UTARA,M-JKU-023,TANJUNG PRIOK,,BR,720,
M-JKU-069,PADEMANGAN,JAKARTA UTARA,,PADEMANGAN,,BR,600,
M-JKU-069,PADEMANGAN,JAKARTA UTARA,,PADEMANGAN,,BR,600,
M-JKU-069,PADEMANGAN,JAKARTA UTARA,,PENJARINGAN,,BR,600,
M-BKS-098,BEKASI BARAT,KOTA BEKASI,M-BKS-022,BEKASI BARAT,,BR,1600,11200
M-BKS-098,BEKASI BARAT,KOTA BEKASI,M-BKS-077,BEKASI SELATAN,,BR,300,2100
M-BKS-098,BEKASI BARAT,KOTA BEKASI,,TARUMAJAYA,,BR,400,2800
M-BKS-098,BEKASI BARAT,KOTA BEKASI,M-BKS-022,BEKASI BARAT,,BR,1600,11200
M-BKS-098,BEKASI BARAT,KOTA BEKASI,M-BKS-022,BEKASI BARAT,,BR,2000,14000
M-BKS-098,BEKASI BARAT,KOTA BEKASI,M-BKS-022,BEKASI BARAT,,BR,800,5600
M-JKU-069,PENJARINGAN,JAKARTA UTARA,M-JKP-019,SENEN,,DU,7,
M-BKS-098,BEKASI BARAT,KOTA BEKASI,,BEKASI BARAT,,BR,1200,8400
M-JKU-110,KOJA,JAKARTA UTARA,M-JKU-017,KOJA,,BR,30,
M-JKU-069,PENJARINGAN,JAKARTA UTARA,,PENJARINGAN,,BR,6000,42000
D-BKS-074,CIKARANG PUSAT,BEKASI,,BABELAN,,BR,500,3500
D-BKS-074,CIKARANG PUSAT,BEKASI,,KARANGBAHAGIA,,BR,1200,8400
D-BKS-074,CIKARANG PUSAT,BEKASI,,KARANGBAHAGIA,,BR,600,4200
M-BKS-002,JATISAMPURNA,KOTA BEKASI,,JATISAMPURNA,,BR,500,3500
D-BGR-253,JASINGA,BOGOR,,MAJA,,BR,60,180
D-BGR-253,JASINGA,BOGOR,D-TGR-044,CIKUPA,,BR,100,200
D-BGR-253,JASINGA,BOGOR,,JASINGA,,BR,100,200
M-BKS-098,BEKASI BARAT,KOTA BEKASI,M-BKS-022,BEKASI BARAT,,BR,1200,8400
M-BKS-098,BEKASI BARAT,KOTA BEKASI,,BEKASI BARAT,,BR,800,5600
M-TGR-038,JATI UWUNG,KOTA TANGERANG,M-TGR-042,CIBODAS,,BR,1700,
M-TGR-038,JATI UWUNG,KOTA TANGERANG,D-TGR-090,PASARKEMIS,,BR,1500,
M-TGR-038,JATI UWUNG,KOTA TANGERANG,D-TGR-099,SINDANG JAYA,,BR,750,
M-TGR-038,JATI UWUNG,KOTA TANGERANG,D-TGR-030,KELAPA DUA,,BR,750,
M-BKS-103,BEKASI BARAT,KOTA BEKASI,M-BKS-022,BEKASI BARAT,,BR,2000,14000
D-BGR-296,JONGGOL,BOGOR,,JONGGOL,,AK,10,20
D-BGR-301,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,AK,10,20
D-BGR-301,JONGGOL,BOGOR,D-BGR-051,JONGGOL,,DU,5,10
M-BKS-091,BEKASI TIMUR,KOTA BEKASI,M-BKS-065,BEKASI TIMUR,,BR,850,5950
M-BKS-091,BEKASI TIMUR,KOTA BEKASI,M-BKS-065,BEKASI TIMUR,,BR,850,5950
