destination_code,destination_sub_district,destination_district,origin_district,species_type,number,weekly_volume
D-BGR-206,CISEENG,BOGOR,INDRAMAYU,BR,2000,8000
D-BGR-206,CISEENG,BOGOR,INDRAMAYU,BR,2000,6000
D-BGR-212,CISEENG,BOGOR,BOGOR,BR,500,2000
D-BKS-065,CIKARANG UTARA,BEKASI,BOGOR,LA,1100,3300
D-BGR-223,CIOMAS,BOGOR,BOGOR,BR,700,1750
D-BGR-223,CIOMAS,BOGOR,SUKABUMI,BR,700,1750
D-BGR-223,CIOMAS,BOGOR,SUKABUMI,BR,500,1000
D-BGR-223,CIOMAS,BOGOR,BOGOR,AK,50,50
D-BGR-223,CIOMAS,BOGOR,SUKABUMI,DU,60,180
D-BGR-227,CIOMAS,BOGOR,BOGOR,BR,300,600
D-BGR-227,CIOMAS,BOGOR,CIANJUR,BR,300,600
D-BGR-227,CIOMAS,BOGOR,BOGOR,AK,5,5
D-BGR-225,CIOMAS,BOGOR,BOGOR,BR,30,30
D-BGR-225,CIOMAS,BOGOR,BOGOR,BR,30,30
D-BGR-037,CIBINONG,BOGOR,BOGOR,AK,15,105
D-BGR-037,CIBINONG,BOGOR,BOGOR,DU,10,30
D-BGR-032,CIBINONG,BOGOR,BOGOR,BR,400,2800
D-BGR-021,CIBINONG,BOGOR,KOTA TANGERANG,BR,1500,4500
D-BGR-021,CIBINONG,BOGOR,SUKABUMI,BR,1500,4500
D-BGR-021,CIBINONG,BOGOR,BOGOR,BR,1500,4500
D-BGR-021,CIBINONG,BOGOR,BOGOR,BR,500,2000
D-BGR-134,CITEUREUP,BOGOR,CIANJUR,BR,1000,5000
D-BGR-134,CITEUREUP,BOGOR,SUKABUMI,BR,4000,20000
D-BGR-134,CITEUREUP,BOGOR,BOGOR,BR,1000,5000
M-TGR-084,KARAWACI,KOTA TANGERANG,TANGERANG,AK,35,245
M-TGR-084,KARAWACI,KOTA TANGERANG,TANGERANG,DU,35,245
M-TGR-084,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,LA,35,35
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,AK,5,15
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,DU,10,70
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,AK,10,70
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,DU,5,35
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,AK,10,70
M-TGR-074,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,DU,10,70
M-TGR-046,BATUCEPER,KOTA TANGERANG,TANGERANG,AK,5,35
M-TGR-046,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,DU,20,140
M-TGR-044,BATUCEPER,KOTA TANGERANG,BOGOR,BR,675,4725
M-TGR-044,BATUCEPER,KOTA TANGERANG,KOTA TANGERANG,BR,650,4550
M-JKS-051,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,2000,6000
M-JKS-051,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,2000,6000
M-JKS-051,KEBAYORAN LAMA,JAKARTA SELATAN,SUKABUMI,BR,2000,2000
M-JKS-049,KEBAYORAN LAMA,JAKARTA SELATAN,SUBANG,BR,800,3200
M-JKS-049,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,800,800
M-JKS-049,KEBAYORAN LAMA,JAKARTA SELATAN,SUKABUMI,BR,800,800
M-JKS-049,KEBAYORAN LAMA,JAKARTA SELATAN,CIANJUR,BR,800,800
M-JKS-050,KEBAYORAN LAMA,JAKARTA SELATAN,SUKABUMI,BR,1100,3300
M-JKS-050,KEBAYORAN LAMA,JAKARTA SELATAN,SUKABUMI,BR,1100,2200
M-JKS-050,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,1100,1100
M-TGR-002,CIPONDOH,KOTA TANGERANG,SERANG,BR,4000,28000
M-TGR-002,CIPONDOH,KOTA TANGERANG,KOTA TANGERANG,BR,3000,21000
M-TGR-002,CIPONDOH,KOTA TANGERANG,TANGERANG,BR,500,3500
M-TGR-002,CIPONDOH,KOTA TANGERANG,KOTA TANGERANG,BR,500,3500
M-TGR-001,CIPONDOH,KOTA TANGERANG,CIANJUR,BR,200,800
M-TGR-001,CIPONDOH,KOTA TANGERANG,SUKABUMI,LA,50,350
M-TGR-001,CIPONDOH,KOTA TANGERANG,BOGOR,BR,200,600
M-JKS-071-6,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,500,500
M-JKS-057,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,500,500
M-JKS-065,KEBAYORAN LAMA,JAKARTA SELATAN,SERANG,BR,1500,499,99995
M-JKS-065,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,1500,499,99995
M-JKS-065,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,1500,499,99995
M-JKS-065,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,LA,800,800
D-BGR-048,DRAMAGA,BOGOR,BOGOR,BR,800,5600
D-BGR-230,DRAMAGA,BOGOR,BOGOR,BR,150,1050
M-JKS-077-5,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,350,2450
M-JKS-077-5,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,350,2450
M-JKS-077-5,KEBAYORAN LAMA,JAKARTA SELATAN,SERANG,BR,300,2100
M-JKS-071-2,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,500,3500
M-JKS-071-2,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,500,3500
M-JKS-065,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,500,1500
M-JKS-065,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,500,2000
M-TGR-081,TANGERANG,KOTA TANGERANG,SERANG,BR,2500,8750
M-TGR-081,TANGERANG,KOTA TANGERANG,TANGERANG,BR,2500,8750
M-JKS-068,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,800,4000
M-JKS-068,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,800,1600
M-TGR-081,TANGERANG,KOTA TANGERANG,SERANG,BR,3000,10500
M-TGR-081,TANGERANG,KOTA TANGERANG,TANGERANG,BR,3000,10500
M-TGR-081,TANGERANG,KOTA TANGERANG,TANGERANG,BR,3000,21000
M-JKS-024,PASAR MINGGU,JAKARTA SELATAN,KOTA SERANG,BR,4000,20000
M-JKS-024,PASAR MINGGU,JAKARTA SELATAN,BOGOR,BR,4000,4000
M-JKS-024,PASAR MINGGU,JAKARTA SELATAN,KARAWANG,BR,4000,4000
M-JKS-085,PASAR MINGGU,JAKARTA SELATAN,JAKARTA SELATAN,BR,100,100
M-TGR-054,PERIUK,KOTA TANGERANG,SERANG,BR,600,4200
M-TGR-054,PERIUK,KOTA TANGERANG,SERANG,BR,600,4200
M-JKS-085,PASAR MINGGU,JAKARTA SELATAN,JAKARTA SELATAN,BR,105,105
M-TGR-104,PINANG,KOTA TANGERANG,,AK,140,140
M-TGR-104,PINANG,KOTA TANGERANG,,LA,20,20
M-TGR-104,PINANG,KOTA TANGERANG,,DU,20,20
D-BGR-247,CARINGIN,BOGOR,SUKABUMI,BR,600,3000
D-BGR-247,CARINGIN,BOGOR,BOGOR,BR,600,1200
D-BGR-163,CIGOMBONG,BOGOR,BOGOR,BR,200,600
D-BGR-163,CIGOMBONG,BOGOR,CIANJUR,BR,200,400
M-TGR-090,CIBODAS,KOTA TANGERANG,TANGERANG,BR,700,2450
M-TGR-090,CIBODAS,KOTA TANGERANG,KOTA TANGERANG,BR,700,2450
M-JKS-003,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,500,500
M-JKS-071-1,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,500,500
M-JKS-071-3,KEBAYORAN LAMA,JAKARTA SELATAN,CIANJUR,BR,800,2800
M-JKS-071-3,KEBAYORAN LAMA,JAKARTA SELATAN,KOTA PALEMBANG,BR,800,2800
M-JKS-071-3,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,LA,500,0
M-JKS-057,KEBAYORAN LAMA,JAKARTA SELATAN,TANGERANG,BR,800,5600
M-JKS-069,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,LA,500,0
M-JKS-071-4,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,900,6300
D-BGR-211,PARUNG,BOGOR,BOGOR,BR,500,2000
D-BGR-206,CISEENG,BOGOR,SERANG,BR,2000,14000
D-BGR-121,BOJONG GEDE,BOGOR,BOGOR,BR,105,735
M-BKS-016,JATIASIH,KOTA BEKASI,BOGOR,BR,500,3500
D-BGR-209,PARUNG,BOGOR,SUKABUMI,BR,3000,3000
D-BGR-209,PARUNG,BOGOR,PANDEGLANG,BR,3000,3000
D-BGR-209,PARUNG,BOGOR,BOGOR,BR,3000,3000
D-BGR-214,CIBUNGBULANG,BOGOR,BOGOR,BR,500,1000
D-BGR-214,CIBUNGBULANG,BOGOR,BOGOR,BR,500,1000
D-BGR-214,CIBUNGBULANG,BOGOR,TANGERANG,BR,500,1000
D-BGR-214,CIBUNGBULANG,BOGOR,BOGOR,BR,500,500
D-BGR-214,CIBUNGBULANG,BOGOR,BOGOR,BR,1000,2000
D-BGR-214,CIBUNGBULANG,BOGOR,BOGOR,BR,1000,1000
D-BGR-214,CIBUNGBULANG,BOGOR,LEBAK,BR,1000,3000
D-BGR-214,CIBUNGBULANG,BOGOR,LEBAK,BR,1000,1000
D-BGR-173,CIBUNGBULANG,BOGOR,BOGOR,AK,15,45
D-BGR-173,CIBUNGBULANG,BOGOR,BOGOR,DU,10,20
M-JKS-047,KEBAYORAN BARU,JAKARTA SELATAN,BOGOR,BR,300,2100
M-JKS-047,KEBAYORAN BARU,JAKARTA SELATAN,BOGOR,BR,400,2800
M-BKS-084,JATISAMPURNA,KOTA BEKASI,KARAWANG,BR,300,1050
M-BKS-084,JATISAMPURNA,KOTA BEKASI,KOTA DEPOK,BR,300,1050
M-TGR-122,PINANG,KOTA TANGERANG,BOGOR,BR,150,1050
M-TGR-122,PINANG,KOTA TANGERANG,KOTA TANGERANG SELATAN,BR,100,700
M-JKS-023,PASAR MINGGU,JAKARTA SELATAN,JAKARTA SELATAN,BR,4000,4000
D-BKS-045,KEDUNGWARINGIN,BEKASI,KARAWANG,LA,500,166,66665
D-BKS-045,KEDUNGWARINGIN,BEKASI,PURWAKARTA,LA,500,166,66665
D-BKS-045,KEDUNGWARINGIN,BEKASI,SUBANG,LA,500,166,66665
M-JKS-085,PASAR MINGGU,JAKARTA SELATAN,BANYUMAS,BR,8600,8600
D-BKS-065,CIKARANG UTARA,BEKASI,BOGOR,AK,300,150
D-BKS-065,CIKARANG UTARA,BEKASI,TASIKMALAYA,AK,300,150
M-JKS-064,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,500,500
M-JKS-064,KEBAYORAN LAMA,JAKARTA SELATAN,SUKABUMI,BR,500,500
M-JKS-045,KEBAYORAN BARU,JAKARTA SELATAN,SERANG,BR,200,100
M-JKS-045,KEBAYORAN BARU,JAKARTA SELATAN,BOGOR,BR,200,100
M-TGR-049,CILEDUG,KOTA TANGERANG,SERANG,BR,1500,4500
M-TGR-049,CILEDUG,KOTA TANGERANG,PANDEGLANG,BR,1500,4500
M-TGR-049,CILEDUG,KOTA TANGERANG,LEBAK,BR,1500,1500
M-JKS-047,KEBAYORAN BARU,JAKARTA SELATAN,TANGERANG,BR,800,800
M-TGR-123,CILEDUG,KOTA TANGERANG,TANGERANG,BR,400,600
M-TGR-123,CILEDUG,KOTA TANGERANG,BOGOR,BR,400,600
M-TGR-123,CILEDUG,KOTA TANGERANG,TANGERANG,BR,400,400
M-JKS-047,KEBAYORAN BARU,JAKARTA SELATAN,BOGOR,BR,500,500
M-TGR-026,PINANG,KOTA TANGERANG,SUMEDANG,BR,500,1166,6665
M-TGR-026,PINANG,KOTA TANGERANG,PURWAKARTA,BR,500,1166,6665
M-TGR-026,PINANG,KOTA TANGERANG,SUBANG,BR,500,1166,6665
M-TGR-026,PINANG,KOTA TANGERANG,SUBANG,BR,500,3500
M-TGR-026,PINANG,KOTA TANGERANG,SUBANG,BR,500,1166,6665
M-TGR-026,PINANG,KOTA TANGERANG,BANDUNG,BR,500,1166,6665
M-TGR-026,PINANG,KOTA TANGERANG,SUMEDANG,BR,500,1166,6665
M-TGR-047,CILEDUG,KOTA TANGERANG,KOTA TANGERANG,AK,10,70
M-TGR-049,CILEDUG,KOTA TANGERANG,SUKABUMI,BR,1000,3500
M-TGR-049,CILEDUG,KOTA TANGERANG,KOTA SERANG,BR,1000,3500
D-BKS-011,BABELAN,BEKASI,JAKARTA TIMUR,BR,70,490
D-BKS-011,BABELAN,BEKASI,JAKARTA TIMUR,AK,,
D-BKS-011,BABELAN,BEKASI,KARAWANG,BR,50,350
D-BKS-020,TAMBUN SELATAN,BEKASI,BANDUNG,BR,1800,5400
M-JKS-097,TEBET,JAKARTA SELATAN,JAKARTA TIMUR,BR,50,50
M-JKS-097,TEBET,JAKARTA SELATAN,JAKARTA TIMUR,LA,50,50
M-JKS-097,TEBET,JAKARTA SELATAN,JAKARTA PUSAT,BR,450,450
M-JKS-097,TEBET,JAKARTA SELATAN,JAKARTA PUSAT,LA,50,50
D-BKS-051,KEDUNGWARINGIN,BEKASI,KARAWANG,BR,500,500
D-BKS-051,KEDUNGWARINGIN,BEKASI,SUBANG,BR,500,500
D-BKS-051,KEDUNGWARINGIN,BEKASI,BOGOR,BR,500,500
D-BKS-048,KEDUNGWARINGIN,BEKASI,BOGOR,BR,500,1000
D-BKS-048,KEDUNGWARINGIN,BEKASI,SUBANG,BR,500,1000
D-BKS-065,CIKARANG UTARA,BEKASI,BOGOR,BR,1000,2333,333
D-BKS-065,CIKARANG UTARA,BEKASI,SUKABUMI,BR,1000,2333,333
D-BKS-065,CIKARANG UTARA,BEKASI,SUBANG,BR,1000,2333,333
M-JKS-097,TEBET,JAKARTA SELATAN,BOGOR,BR,250,583,33325
M-JKS-097,TEBET,JAKARTA SELATAN,KOTA DEPOK,BR,250,583,33325
M-JKS-097,TEBET,JAKARTA SELATAN,BEKASI,BR,250,583,33325
D-BKS-065,CIKARANG UTARA,BEKASI,LAMPUNG TIMUR,BR,300,450
D-BKS-065,CIKARANG UTARA,BEKASI,SUKABUMI,BR,300,450
M-JKS-015,TEBET,JAKARTA SELATAN,JAKARTA TIMUR,LA,60,240
M-JKS-015,TEBET,JAKARTA SELATAN,JAKARTA PUSAT,LA,60,180
M-JKS-015,TEBET,JAKARTA SELATAN,JAKARTA TIMUR,BR,150,150
M-JKS-015,TEBET,JAKARTA SELATAN,JAKARTA TIMUR,BR,200,1400
M-JKS-015,TEBET,JAKARTA SELATAN,JAKARTA TIMUR,BR,400,2800
M-JKS-010,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,200,1400
M-JKS-010,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,600,4200
M-JKS-014,JAGAKARSA,JAKARTA SELATAN,SUKABUMI,BR,300,1200
M-JKS-014,JAGAKARSA,JAKARTA SELATAN,TANGERANG,BR,300,900
M-TGR-049,CILEDUG,KOTA TANGERANG,TANGERANG,BR,300,2100
M-JKS-010,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,300,300
M-JKS-085,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,700,700
M-JKS-007,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,700,700
D-BKS-025,TARUMAJAYA,BEKASI,BEKASI,AK,10,70
D-BGR-218,CIBUNGBULANG,BOGOR,BOGOR,BR,400,1600
D-BGR-218,CIBUNGBULANG,BOGOR,BOGOR,BR,400,1200
M-JKS-086,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,600,600
M-JKS-086,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,150,150
D-BKS-032,TARUMAJAYA,BEKASI,BEKASI,AK,10,70
D-BKS-032,TARUMAJAYA,BEKASI,BEKASI,DU,10,70
M-JKS-084,JAGAKARSA,JAKARTA SELATAN,BOGOR,BR,500,1500
M-JKS-084,JAGAKARSA,JAKARTA SELATAN,KOTA DEPOK,BR,500,2000
D-BKS-024,TARUMAJAYA,BEKASI,BEKASI,AK,50,350
D-BKS-024,TARUMAJAYA,BEKASI,BEKASI,DU,50,350
D-BGR-031,CIBINONG,BOGOR,BOGOR,BR,700,4900
D-BGR-217,CIBUNGBULANG,BOGOR,BOGOR,BR,200,1400
D-BGR-214,CIBUNGBULANG,BOGOR,BOGOR,BR,1000,7000
D-BGR-138,KELAPA NUNGGAL,BOGOR,BOGOR,BR,250,250
D-BGR-236,CILEUNGSI,BOGOR,BOGOR,AK,50,350
D-BGR-236,CILEUNGSI,BOGOR,BOGOR,DU,20,140
M-TGR-106,PINANG,KOTA TANGERANG,TANGERANG,AK,40,280
M-TGR-106,PINANG,KOTA TANGERANG,TANGERANG,DU,10,70
M-TGR-106,PINANG,KOTA TANGERANG,TANGERANG,LA,10,70
M-TGR-106,PINANG,KOTA TANGERANG,TANGERANG,AK,40,280
M-TGR-106,PINANG,KOTA TANGERANG,TANGERANG,DU,5,35
M-TGR-106,PINANG,KOTA TANGERANG,TANGERANG,LA,10,70
M-TGR-107,PINANG,KOTA TANGERANG,TASIKMALAYA,LA,250,875
M-TGR-107,PINANG,KOTA TANGERANG,KOTA METRO,LA,250,875
M-TGR-107,PINANG,KOTA TANGERANG,SERANG,DU,200,700
M-TGR-107,PINANG,KOTA TANGERANG,TANGERANG,DU,200,700
D-BKS-027,TARUMAJAYA,BEKASI,BEKASI,AK,20,140
D-BKS-031,TARUMAJAYA,BEKASI,BEKASI,BR,20,140
D-BKS-055,CIKARANG SELATAN,BEKASI,BEKASI,BR,500,1750
D-BKS-055,CIKARANG SELATAN,BEKASI,PURWAKARTA,BR,500,1750
M-JKS-097,MAMPANG PRAPATAN,JAKARTA SELATAN,BEKASI,BR,380,380
M-JKS-097,MAMPANG PRAPATAN,JAKARTA SELATAN,JAKARTA BARAT,BR,20,20
M-JKS-095,PESANGGRAHAN,JAKARTA SELATAN,TANGERANG,BR,800,5600
D-BGR-236,CIAWI,BOGOR,,BR,180,540
D-BGR-171,LEUWILIANG,BOGOR,LEBAK,BR,200,800
D-BGR-171,LEUWILIANG,BOGOR,BOGOR,BR,200,600
D-BGR-222,LEUWISADENG,BOGOR,BOGOR,BR,400,1600
D-BGR-222,LEUWISADENG,BOGOR,BOGOR,BR,400,1200
D-BGR-188,CIGUDEG,BOGOR,BOGOR,LA,75,150
D-BGR-188,CIGUDEG,BOGOR,TANGERANG,LA,75,150
D-BGR-195,JASINGA,BOGOR,CIANJUR,LA,1000,2000
D-BGR-195,JASINGA,BOGOR,SUKABUMI,LA,1000,1000
M-JKS-097,MAMPANG PRAPATAN,JAKARTA SELATAN,JAKARTA TIMUR,BR,700,700
D-BGR-236,CIAWI,BOGOR,,BR,30,210
D-BGR-236,CILEUNGSI,BOGOR,BOGOR,AK,30,60
M-JKB-058,KALI DERES,JAKARTA BARAT,KOTA SERANG,BR,1500,5250
M-JKB-058,KALI DERES,JAKARTA BARAT,TANGERANG,BR,1500,5250
D-BGR-130,CILEUNGSI,BOGOR,BOGOR,BR,1800,12600
D-BGR-131,CILEUNGSI,BOGOR,BOGOR,BR,1000,5000
D-BGR-132,CILEUNGSI,BOGOR,BOGOR,BR,600,4200
M-JKB-023,KALI DERES,JAKARTA BARAT,TASIKMALAYA,BR,5000,5000
M-JKB-059,KALI DERES,JAKARTA BARAT,CIREBON,BR,2000,8000
M-JKB-059,KALI DERES,JAKARTA BARAT,SUMEDANG,BR,2000,6000
M-JKB-059,KALI DERES,JAKARTA BARAT,TASIKMALAYA,BR,500,500
M-TGR-097,NEGLASARI,KOTA TANGERANG,BOGOR,BR,1500,3000
M-JKB-039,CENGKARENG,JAKARTA BARAT,BOGOR,BR,600,4200
D-BKS-055,CIKARANG SELATAN,BEKASI,KARAWANG,AK,50,200
D-BKS-055,CIKARANG SELATAN,BEKASI,KARAWANG,DU,100,400
D-BKS-055,CIKARANG SELATAN,BEKASI,BOGOR,BR,500,3500
D-BKS-013,CIBARUSAH,BEKASI,BEKASI,BR,100,700
D-BKS-014,CIBARUSAH,BEKASI,SUBANG,BR,300,2100
D-BKS-017,CIBARUSAH,BEKASI,CIAMIS,BR,1800,5400
D-BKS-017,CIBARUSAH,BEKASI,TASIKMALAYA,BR,1500,6000
M-TGR-038,JATI UWUNG,KOTA TANGERANG,TANGERANG,BR,1500,1500
M-TGR-038,JATI UWUNG,KOTA TANGERANG,SERANG,BR,2000,2000
M-TGR-038,JATI UWUNG,KOTA TANGERANG,TANGERANG,BR,1500,1500
M-TGR-003,CIPONDOH,KOTA TANGERANG,KOTA TANGERANG,AK,7,14
M-TGR-003,CIPONDOH,KOTA TANGERANG,TANGERANG,DU,7,14
M-TGR-003,CIPONDOH,KOTA TANGERANG,KOTA TANGERANG,BR,30,30
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,7000,28000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,7000,14000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,7000,7000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,SUBANG,LA,1000,4000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA SURABAYA,LA,1000,2000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,LA,1000,1000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIANJUR,LA,750,3000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,SUKABUMI,LA,750,2250
D-TGR-063,TIGARAKSA,TANGERANG,LEBAK,BR,1500,1500
D-TGR-063,TIGARAKSA,TANGERANG,TANGERANG,BR,1500,1500
D-TGR-063,TIGARAKSA,TANGERANG,SERANG,BR,1500,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,3000,9000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,3000,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,6000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1500,7500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,4500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,4500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TEGAL,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,3000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,KOTA BANDAR LAMPUNG,BR,1500,3000
D-BKS-059,CIBARUSAH,BEKASI,BOGOR,BR,150,1050
M-BKS-044,BEKASI SELATAN,KOTA BEKASI,MAJALENGKA,BR,1500,10500
D-BKS-053,CIKARANG PUSAT,BEKASI,KARAWANG,BR,40,120
M-BKS-051,BEKASI UTARA,KOTA BEKASI,KARAWANG,BR,3500,10500
M-BKS-051,BEKASI UTARA,KOTA BEKASI,TASIKMALAYA,BR,3500,3500
M-BKS-051,BEKASI UTARA,KOTA BEKASI,SUBANG,BR,3500,3500
M-BKS-051,BEKASI UTARA,KOTA BEKASI,BOGOR,BR,3500,1750
M-BKS-051,BEKASI UTARA,KOTA BEKASI,TANGERANG,BR,3500,1750
M-BKS-051,BEKASI UTARA,KOTA BEKASI,BANDUNG,BR,3500,1750
M-BKS-051,BEKASI UTARA,KOTA BEKASI,INDRAMAYU,BR,3500,1750
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,4000,8000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,4000,12000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,4000,8000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2000,8000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SEMARANG,BR,2000,6000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,6000,24000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,SEMARANG,BR,6000,12000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,6000,6000
D-BGR-190,TENJO,BOGOR,BOGOR,BR,200,400
D-BGR-190,TENJO,BOGOR,TANGERANG,LA,300,600
D-BGR-223,PARUNG PANJANG,BOGOR,TANGERANG,BR,70,490
D-BGR-223,PARUNG PANJANG,BOGOR,BOGOR,BR,30,210
D-BGR-212,CISEENG,BOGOR,SUKABUMI,BR,1000,3000
D-BGR-212,CISEENG,BOGOR,SERANG,BR,1000,2000
D-BGR-212,CISEENG,BOGOR,BOGOR,BR,1000,2000
M-BKS-038,BANTARGEBANG,KOTA BEKASI,SUBANG,BR,60,210
M-BKS-038,BANTARGEBANG,KOTA BEKASI,KARAWANG,BR,60,210
D-BKS-061,CIKARANG TIMUR,BEKASI,KARAWANG,AK,,
D-BKS-061,CIKARANG TIMUR,BEKASI,KARAWANG,LA,150,1050
D-BKS-053,CIKARANG PUSAT,BEKASI,SUKABUMI,LA,400,800
D-BGR-233,CILEUNGSI,BOGOR,BOGOR,BR,1500,2250
D-BGR-233,CILEUNGSI,BOGOR,PURWAKARTA,BR,1500,2250
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1800,2700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1800,2700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1800,7200
D-BGR-129,CILEUNGSI,BOGOR,PURWAKARTA,BR,800,2800
D-BGR-129,CILEUNGSI,BOGOR,CIANJUR,BR,800,2800
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,17500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2500,17500
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1800,12600
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,2000,14000
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIANJUR,BR,2000,14000
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,2100,14700
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,2100,14700
D-TGR-060,LEGOK,TANGERANG,TANGERANG,BR,1000,4000
D-TGR-060,LEGOK,TANGERANG,SERANG,BR,1000,2000
D-TGR-060,LEGOK,TANGERANG,KOTA SUKABUMI,BR,1000,1000
D-BGR-197,CISARUA,BOGOR,CIANJUR,BR,200,1400
D-TGR-029,KELAPA DUA,TANGERANG,SUBANG,BR,500,1750
D-TGR-029,KELAPA DUA,TANGERANG,TANGERANG,BR,500,1750
D-BGR-197,CISARUA,BOGOR,CIANJUR,BR,25,175
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1800,7200
M-JKT-137,PULO GADUNG,JAKARTA TIMUR,TASIKMALAYA,BR,1800,5400
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,BANDUNG,BR,1500,4500
M-JKT-012,PULO GADUNG,JAKARTA TIMUR,CIREBON,BR,1500,4500
